0,-79,0
1,-62,0
2,-76,0
3,-65,0
4,-82,0
5,-79,0
6,-49,0
6,-49,0
2,-72,0
1,-62,0
5,-79,0
0,-79,0
3,-64,0
4,-83,0
1,-62,0
2,-67,0
7,-84,0
6,-49,0
3,-63,0
8,-73,0
0,-79,0
5,-79,0
4,-82,0
1,-62,0
3,-65,0
2,-70,0
0,-79,0
8,-73,0
5,-79,0
7,-84,0
6,-49,0
6,-54,0
8,-73,0
7,-84,0
3,-66,0
4,-82,0
2,-68,0
5,-79,0
0,-81,0
3,-67,0
7,-84,0
6,-54,0
8,-73,0
5,-80,0
2,-70,0
4,-82,0
2,-67,0
4,-82,0
6,-54,0
3,-66,0
0,-81,0
5,-79,0
0,-80,0
5,-79,0
8,-71,0
3,-66,0
6,-54,0
7,-82,0
2,-70,0
4,-82,0
5,-79,0
0,-80,0
2,-72,0
3,-66,0
7,-82,0
8,-71,0
4,-83,0
0,-80,0
4,-83,0
2,-70,0
7,-82,0
8,-71,0
3,-65,0
5,-79,0
8,-71,0
5,-79,0
4,-83,0
2,-70,0
7,-82,0
3,-65,0
0,-80,0
2,-73,0
0,-80,0
3,-67,0
8,-70,0
5,-79,0
4,-83,0
7,-80,0
3,-68,0
6,-52,0
2,-73,0
0,-80,0
4,-83,0
8,-70,0
5,-79,0
9,-88,0
8,-70,0
9,-88,0
3,-68,0
0,-80,0
2,-75,0
7,-82,0
6,-56,0
5,-79,0
2,-74,0
8,-70,0
7,-82,0
5,-79,0
6,-53,0
0,-80,0
9,-88,0
3,-70,0
0,-80,0
3,-70,0
5,-79,0
8,-70,0
2,-74,0
6,-53,0
9,-88,0
7,-82,0
5,-80,0
1,-64,0
2,-74,0
0,-80,0
7,-82,0
3,-67,0
8,-70,0
6,-53,0
0,-80,0
6,-53,0
8,-70,0
5,-80,0
4,-83,0
1,-59,0
3,-66,0
2,-74,0
4,-83,0
5,-80,0
8,-70,0
2,-78,0
3,-66,0
0,-80,0
1,-59,0
6,-50,0
4,-83,0
1,-59,0
5,-80,0
3,-66,0
2,-76,0
6,-50,0
2,-76,0
5,-80,0
0,-78,0
3,-66,0
1,-56,0
4,-83,0
3,-66,0
6,-50,0
4,-83,0
0,-78,0
1,-56,0
5,-80,0
2,-75,0
2,-75,0
6,-50,0
5,-80,0
7,-82,0
3,-64,0
0,-80,0
4,-83,0
1,-60,0
1,-60,0
5,-80,0
3,-67,0
0,-80,0
2,-75,0
4,-82,0
7,-84,0
2,-75,0
5,-80,0
7,-84,0
4,-82,0
3,-68,0
0,-78,0
1,-59,0
6,-48,0
5,-80,0
1,-59,0
8,-73,0
7,-84,0
0,-78,0
2,-75,0
6,-48,0
3,-69,0
4,-82,0
3,-70,0
5,-80,0
4,-82,0
0,-78,0
6,-48,0
1,-59,0
7,-84,0
8,-73,0
2,-75,0
1,-59,0
5,-80,0
3,-67,0
8,-73,0
2,-74,0
0,-78,0
4,-82,0
6,-48,0
2,-74,0
0,-81,0
8,-73,0
4,-80,0
3,-67,0
5,-80,0
8,-71,1
0,-81,1
5,-81,1
3,-60,1
1,-54,1
2,-74,1
6,-54,1
4,-81,1
2,-76,1
4,-81,1
8,-67,1
0,-81,1
6,-52,1
3,-66,1
1,-54,1
5,-81,1
2,-81,1
8,-63,1
0,-81,1
1,-54,1
5,-82,1
3,-64,1
6,-57,1
4,-81,1
2,-81,1
3,-62,1
6,-58,1
0,-81,1
8,-63,1
1,-54,1
5,-82,1
3,-63,1
9,-82,1
6,-58,1
5,-82,1
2,-80,1
8,-61,1
8,-61,1
3,-64,1
5,-82,1
6,-58,1
2,-80,1
9,-82,1
6,-58,1
3,-64,1
2,-80,1
8,-62,1
9,-82,1
3,-63,1
9,-82,1
2,-80,1
6,-58,1
8,-62,1
2,-82,1
8,-62,1
3,-63,1
6,-58,1
9,-81,1
4,-86,1
6,-58,1
8,-62,1
9,-82,1
3,-63,1
2,-82,1
2,-82,1
3,-63,1
9,-82,1
6,-58,1
4,-86,1
1,-56,1
8,-62,1
8,-61,1
5,-83,1
3,-63,1
4,-86,1
6,-58,1
9,-82,1
2,-82,1
1,-56,1
2,-82,1
4,-86,1
9,-82,1
3,-63,1
5,-83,1
1,-56,1
8,-61,1
9,-82,1
4,-83,1
8,-61,1
2,-80,1
5,-83,1
3,-62,1
1,-56,1
3,-63,1
8,-61,1
4,-83,1
9,-81,1
2,-80,1
1,-56,1
5,-83,1
8,-61,1
2,-80,1
4,-83,1
1,-56,1
3,-63,1
9,-81,1
4,-83,1
2,-80,1
3,-63,1
8,-61,1
9,-81,1
5,-82,1
1,-56,1
5,-82,1
4,-83,1
1,-56,1
9,-82,1
3,-63,1
8,-61,1
3,-63,1
9,-82,1
5,-82,1
8,-61,1
4,-83,1
1,-55,1
3,-63,1
5,-82,1
4,-83,1
8,-61,1
9,-82,1
1,-55,1
9,-82,1
1,-55,1
4,-83,1
8,-61,1
5,-82,1
6,-57,1
3,-63,1
2,-82,1
4,-83,1
1,-54,1
5,-82,1
9,-83,1
3,-63,1
6,-56,1
4,-83,1
2,-82,1
9,-83,1
3,-63,1
6,-56,1
1,-55,1
3,-63,1
1,-55,1
6,-56,1
2,-81,1
9,-82,1
8,-62,1
4,-84,1
5,-83,1
2,-81,1
6,-56,1
1,-55,1
9,-82,1
8,-62,1
3,-63,1
9,-82,1
5,-83,1
4,-84,1
2,-80,1
1,-55,1
3,-63,1
8,-62,1
6,-56,1
9,-82,1
6,-56,1
7,-84,1
8,-62,1
4,-84,1
1,-55,1
3,-63,1
5,-83,1
2,-80,1
3,-59,2
8,-66,2
9,-82,2
7,-84,2
10,-83,2
2,-75,2
5,-78,2
4,-77,2
9,-82,2
8,-66,2
4,-76,2
7,-84,2
10,-83,2
2,-75,2
5,-80,2
3,-59,2
3,-54,2
2,-75,2
9,-82,2
10,-83,2
5,-80,2
6,-62,2
8,-66,2
4,-74,2
2,-80,2
5,-80,2
10,-83,2
6,-66,2
1,-65,2
4,-73,2
8,-64,2
3,-49,2
3,-49,2
5,-75,2
6,-66,2
8,-64,2
2,-80,2
4,-73,2
1,-65,2
6,-66,2
1,-65,2
3,-53,2
8,-64,2
2,-80,2
5,-76,2
4,-78,2
1,-65,2
2,-83,2
5,-76,2
4,-78,2
6,-63,2
8,-64,2
3,-54,2
8,-63,2
5,-76,2
3,-54,2
2,-80,2
1,-67,2
6,-63,2
10,-86,2
4,-82,2
6,-63,2
1,-67,2
5,-76,2
8,-63,2
2,-83,2
10,-86,2
3,-55,2
4,-82,2
4,-82,2
1,-67,2
2,-83,2
10,-86,2
6,-63,2
8,-63,2
3,-55,2
5,-74,2
8,-63,2
4,-82,2
3,-54,2
5,-76,2
1,-67,2
6,-61,2
2,-83,2
10,-86,2
6,-61,2
1,-67,2
2,-83,2
5,-76,2
8,-63,2
4,-80,2
3,-54,2
8,-64,2
4,-80,2
6,-61,2
5,-76,2
3,-55,2
8,-64,2
5,-76,2
4,-81,2
6,-61,2
3,-55,2
4,-81,2
8,-64,2
3,-55,2
6,-61,2
5,-76,2
8,-64,2
6,-61,2
4,-81,2
5,-75,2
2,-82,2
3,-53,2
1,-66,2
8,-64,2
3,-53,2
1,-66,2
5,-75,2
4,-81,2
6,-61,2
2,-82,2
1,-66,2
8,-64,2
4,-81,2
3,-54,2
5,-75,2
2,-82,2
1,-66,2
3,-54,2
2,-82,2
4,-82,2
5,-75,2
8,-64,2
3,-55,2
4,-82,2
8,-64,2
2,-84,2
5,-79,2
5,-79,2
4,-82,2
3,-55,2
8,-64,2
2,-81,2
3,-54,2
4,-78,2
5,-75,2
2,-81,2
8,-64,2
8,-64,3
4,-81,3
2,-81,3
6,-59,3
3,-57,3
5,-78,3
3,-52,3
4,-78,3
5,-78,3
2,-77,3
6,-59,3
3,-56,3
6,-59,3
4,-77,3
2,-77,3
5,-78,3
1,-72,3
2,-70,3
7,-82,3
6,-67,3
5,-78,3
3,-57,3
4,-77,3
3,-57,3
0,-85,3
4,-77,3
1,-69,3
6,-67,3
5,-78,3
2,-69,3
7,-82,3
7,-82,3
5,-78,3
2,-69,3
1,-66,3
4,-78,3
0,-85,3
3,-57,3
6,-67,3
0,-85,3
1,-66,3
4,-81,3
3,-56,3
2,-69,3
7,-82,3
6,-67,3
5,-79,3
1,-65,3
